appid,name,developer,publisher,owners,price,initialprice,discount,ccu,primary_genre
730,Counter-Strike: Global Offensive,Valve,Valve,0,0.0,0,0,1013936,Action
1172470,Apex Legends,Respawn,Electronic Arts,0,0.0,0,0,124262,Action
578080,PUBG: BATTLEGROUNDS,PUBG Corporation,"KRAFTON, Inc.",0,0.0,0,0,314682,Action
1623730,Palworld,Pocketpair,Pocketpair,0,22.49,2999,25,18028,Action
440,Team Fortress 2,Valve,Valve,0,0.0,0,0,43819,Action
1938090,Call of Duty: Modern Warfare II,"Treyarch, Raven Software, Beenox, High Moon Studios, Activision Shanghai, Sledgehammer Games, Infinity Ward, Demonware, Toys for Bob",Activision,0,38.49,6999,45,67419,Action
1063730,New World: Aeternum,Amazon Games,Amazon Games,0,59.99,5999,0,5583,Action
2358720,Black Myth: Wukong,Game Science,Game Science,0,59.99,5999,0,15004,Action
271590,Grand Theft Auto V Legacy,Rockstar North,Rockstar Games,0,0.0,0,0,67851,Action
550,Left 4 Dead 2,Valve,Valve,0,9.99,999,0,25122,Action
304930,Unturned,Smartly Dressed Games,Smartly Dressed Games,0,0.0,0,0,10408,Action
1599340,Lost Ark,Smilegate RPG,Amazon Games,0,0.0,0,0,17355,Action
236390,War Thunder,Gaijin Entertainment,Gaijin Network Ltd,0,0.0,0,0,50478,Action
2246340,Monster Hunter Wilds,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,69.99,6999,0,12494,Action
553850,HELLDIVERS 2,Arrowhead Game Studios,PlayStation Publishing LLC,0,39.99,3999,0,53399,Action
230410,Warframe,Digital Extremes,Digital Extremes,0,0.0,0,0,36195,Action
1245620,ELDEN RING,"FromSoftware, Inc.","FromSoftware, Inc., Bandai Namco Entertainment",0,59.99,5999,0,29529,Action
105600,Terraria,Re-Logic,Re-Logic,0,9.99,999,0,24580,Action
2694490,Path of Exile 2,Grinding Gear Games,Grinding Gear Games,0,14.99,2999,50,16727,Action
291550,Brawlhalla,Blue Mammoth Games,Ubisoft,0,0.0,0,0,14169,Action
1085660,Destiny 2,Bungie,Bungie,0,0.0,0,0,24619,Action
359550,Tom Clancy's Rainbow Six Siege,Ubisoft Montreal,Ubisoft,0,19.99,1999,0,51847,Action
252490,Rust,Facepunch Studios,Facepunch Studios,0,39.99,3999,0,143870,Action
552990,World of Warships,Wargaming Group Limited,Wargaming Group Limited,0,0.0,0,0,8518,Action
346110,ARK: Survival Evolved,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC","Studio Wildcard, Snail Games USA",0,9.89,1499,34,22170,Action
242760,The Forest,Endnight Games Ltd,Endnight Games Ltd,0,19.99,1999,0,2892,Action
1491000,War Robots: Frontiers,MY.GAMES,MY.GAMES,0,0.0,0,0,256,Action
238960,Path of Exile,Grinding Gear Games,Grinding Gear Games,0,0.0,0,0,4694,Action
218620,PAYDAY 2,OVERKILL - a Starbreeze Studio.,Starbreeze Entertainment,0,9.99,999,0,27254,Action
291480,Warface: Clutch,MY.GAMES,MY.GAMES,0,0.0,0,0,270,Action
901583,Grand Theft Auto IV: Complete Edition,"Rockstar North, Rockstar Toronto",Rockstar Games,0,0.0,0,0,0,Action
899770,Last Epoch,Eleventh Hour Games,Eleventh Hour Games,0,34.99,3499,0,5831,Action
340,Half-Life 2: Lost Coast,Valve,Valve,0,19.99,1999,0,2,Action
381210,Dead by Daylight,Behaviour Interactive Inc.,Behaviour Interactive Inc.,0,19.99,1999,0,44886,Action
990080,Hogwarts Legacy,Avalanche Software,Warner Bros. Games,0,8.99,5999,85,5716,Action
1097150,Fall Guys: Ultimate Knockout,Mediatonic,Ravenscourt,0,0.0,0,0,664,Action
49520,Borderlands 2,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",0,19.99,1999,0,8551,Action
892970,Valheim,Iron Gate AB,Coffee Stain Publishing,0,19.99,1999,0,14439,Action
739630,Phasmophobia,Kinetic Games,Kinetic Games,0,19.99,1999,0,9978,Action
444090,Paladins,Evil Mojo Games,Hi-Rez Studios,0,0.0,0,0,1028,Action
1203220,NARAKA: BLADEPOINT,24 Entertainment,NetEase Games Global,0,0.0,0,0,66954,Action
320,Half-Life 2: Deathmatch,Valve,Valve,0,19.99,1999,0,159,Action
70,Half-Life,Valve,Valve,0,7.49,999,25,634,Action
582010,Monster Hunter: World,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,29.99,2999,0,11923,Action
227940,Heroes & Generals,TLM Partners,TLM Partners,0,0.0,0,0,0,Action
252950,Rocket League,Psyonix LLC,Psyonix LLC,0,0.0,0,0,21106,Action
1966720,Lethal Company,Zeekerss,Zeekerss,0,9.99,999,0,6199,Action
1174180,Red Dead Redemption 2,Rockstar Games,Rockstar Games,0,59.99,5999,0,29885,Action
1517290,Battlefield 2042,DICE,Electronic Arts,0,59.99,5999,0,2774,Action
1240440,Halo Infinite,343 Industries,Xbox Game Studios,0,0.0,0,0,2275,Action
386360,SMITE,Titan Forge Games,Hi-Rez Studios,0,0.0,0,0,1853,Action
444200,World of Tanks Blitz,Wargaming Group Limited,Wargaming Group Limited,0,0.0,0,0,5707,Action
10,Counter-Strike,Valve,Valve,0,9.99,999,0,7323,Action
240,Counter-Strike: Source,Valve,Valve,0,9.99,999,0,6187,Action
3164500,Schedule I,TVGS,TVGS,0,19.99,1999,0,22757,Action
755790,Ring of Elysium,Aurora Studio,TCH Scarlet Limited,0,0.0,0,0,0,Action
400,Portal,Valve,Valve,0,9.99,999,0,638,Action
550650,Black Squad,"VALOFE, NS STUDIO",VALOFE,0,0.0,0,0,212,Action
322330,Don't Starve Together,Klei Entertainment,Klei Entertainment,0,14.99,1499,0,30542,Action
239140,Dying Light,Techland,Techland,0,24.99,2499,0,4953,Action
251570,7 Days to Die,The Fun Pimps,The Fun Pimps Entertainment LLC,0,44.99,4499,0,17045,Action
100,Counter-Strike: Condition Zero,Valve,Valve,0,9.99,999,0,83,Action
417910,Street Warriors Online,Crazy Rocks Studios,Crazy Rocks Studios,0,1.99,199,0,1,Action
433850,Z1 Battle Royale,Daybreak Game Company,Daybreak Game Company,0,0.0,0,0,1010,Action
594650,Hunt: Showdown 1896,Crytek,Crytek,0,29.99,2999,0,6300,Action
814380,Sekiro: Shadows Die Twice - GOTY Edition,"FromSoftware, Inc.","Activision (Excluding Japan and Asia), FromSoftware, Inc. (Japan), 方块游戏 (Asia)",0,59.99,5999,0,6767,Action
1116170,CyberCorp,Megame LLC,Megame LLC,0,14.99,1499,0,3,Action
220,Half-Life 2,Valve,Valve,0,9.99,999,0,1555,Action
107410,Arma 3,Bohemia Interactive,Bohemia Interactive,0,29.99,2999,0,7181,Action
1326470,Sons Of The Forest,Endnight Games Ltd,Newnight ,0,29.99,2999,0,4450,Action
219990,Grim Dawn,Crate Entertainment,Crate Entertainment,0,4.99,2499,80,2376,Action
261550,Mount & Blade II: Bannerlord,TaleWorlds Entertainment,TaleWorlds Entertainment,0,49.99,4999,0,14477,Action
304050,Trove,gamigo US Inc.,gamigo US Inc.,0,0.0,0,0,758,Action
2186680,"Warhammer 40,000: Rogue Trader",Owlcat Games,Owlcat Games,0,49.99,4999,0,3582,Action
1238810,Battlefield V,DICE,Electronic Arts,0,49.99,4999,0,6327,Action
3241660,R.E.P.O.,semiwork,semiwork,0,9.99,999,0,32349,Action
221100,DayZ,Bohemia Interactive,Bohemia Interactive,0,49.99,4999,0,37066,Action
632360,Risk of Rain 2,Hopoo Games,Gearbox Publishing,0,8.24,2499,67,7902,Action
204360,Castle Crashers,The Behemoth,The Behemoth,0,14.99,1499,0,443,Action
218230,PlanetSide 2,Rogue Planet Games,Daybreak Game Company,0,0.0,0,0,496,Action
322170,Geometry Dash,RobTop Games,RobTop Games,0,4.99,499,0,27850,Action
1446780,MONSTER HUNTER RISE,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,39.99,3999,0,3658,Action
224260,No More Room in Hell,No More Room in Hell Team,Lever Games,0,0.0,0,0,473,Action
203160,Tomb Raider Game of the Year,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Nixxes","Crystal Dynamics, Feral Interactive (Mac)",0,2.99,1999,85,556,Action
275850,No Man's Sky,Hello Games,Hello Games,0,59.99,5999,0,12291,Action
367520,Hollow Knight,Team Cherry,Team Cherry,0,14.99,1499,0,4912,Action
301520,Robocraft,Freejam,Freejam,0,0.0,0,0,3,Action
767560,War Robots,MY.GAMES,MY.GAMES,0,0.0,0,0,1280,Action
2050650,Resident Evil 4,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,39.99,3999,0,3748,Action
466240,Deceit,World Makers,World Makers,0,0.0,0,0,155,Action
80,Counter-Strike: Condition Zero,Valve,Valve,0,9.99,999,0,276,Action
40,Deathmatch Classic,Valve,Valve,0,4.99,499,0,7,Action
275390,Guacamelee! Super Turbo Championship Edition,Drinkbox Studios,"Drinkbox Studios, Kepler Ghost",0,14.99,1499,0,5,Action
2881650,Content Warning,"Zorro, Wilnyl, Philip, thePetHen, Skog",Evil Landfall?,0,7.99,799,0,722,Action
311210,Call of Duty: Black Ops III,"Treyarch, Aspyr (Mac)","Activision, Aspyr (Mac)",0,59.99,5999,0,5414,Action
333930,Dirty Bomb,Splash Damage,Warchest Ltd.,0,0.0,0,0,40,Action
1172620,Sea of Thieves: 2026 Edition,Rare Ltd,Xbox Game Studios,0,39.99,3999,0,5437,Action
22380,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,0,9.99,999,0,3892,Action
250900,The Binding of Isaac: Rebirth,"Nicalis, Inc., Edmund McMillen","Nicalis, Inc.",0,14.99,1499,0,14904,Action
700330,SCP: Secret Laboratory,Northwood Studios,Northwood Studios,0,0.0,0,0,4696,Action
10180,Call of Duty: Modern Warfare 2 (2009),Infinity Ward,Activision,0,19.99,1999,0,399,Action
582660,Black Desert,Pearl Abyss,Pearl Abyss,0,9.99,999,0,14345,Action
1229490,ULTRAKILL,"Arsi ""Hakita"" Patala",New Blood Interactive,0,29.99,2999,0,3122,Action
1426210,It Takes Two,Hazelight Studios,Electronic Arts,0,39.99,3999,0,5018,Action
2183900,"Warhammer 40,000: Space Marine 2",Saber Interactive,Focus Entertainment,0,17.99,5999,70,6851,Action
883710,Resident Evil 2,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,39.99,3999,0,1123,Action
219640,Chivalry: Medieval Warfare,Torn Banner Studios,Torn Banner Studios,0,24.99,2499,0,32,Action
306130,The Elder Scrolls Online,ZeniMax Online Studios,Bethesda Softworks,0,4.99,1999,75,15987,Action
1794680,Vampire Survivors,poncle,poncle,0,4.99,499,0,2966,Action
1818750,MultiVersus,Player First Games,Warner Bros. Games,0,0.0,0,0,55,Action
242050,Assassin’s Creed IV Black Flag,Ubisoft Montreal,Ubisoft,0,39.99,3999,0,923,Action
30,Day of Defeat,Valve,Valve,0,4.99,499,0,87,Action
379720,DOOM,id Software,Bethesda Softworks,0,19.99,1999,0,1590,Action
253710,theHunter Classic,"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",0,0.0,0,0,417,Action
273350,Evolve Stage 2,Turtle Rock Studios,2K,0,0.0,0,0,9,Action
1782210,Crab Game,Dani,Dani,0,0.0,0,0,2921,Action
844870,KurtzPel,KOG,KOG,0,0.0,0,0,30,Action
601150,Devil May Cry 5,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,29.99,2999,0,2248,Action
319630,Life is Strange - Episode 1,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral interactive (Mac), Feral Interactive (Linux)",0,0.0,0,0,294,Action
1145360,Hades,Supergiant Games,Supergiant Games,0,24.99,2499,0,2253,Action
671860,BattleBit Remastered,"SgtOkiDoki, Vilaskis, TheLiquidHorse",SgtOkiDoki,0,14.99,1499,0,568,Action
813820,Realm Royale,Heroic Leap Games,Hi-Rez Studios,0,0.0,0,0,2,Action
594570,Total War: WARHAMMER II,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",0,14.99,5999,75,1464,Action
976730,Halo: The Master Chief Collection,"343 Industries, Splash Damage, Ruffian Games, Bungie, Saber Interactive",Xbox Game Studios,0,39.99,3999,0,3362,Action
588650,Dead Cells,Motion Twin,Motion Twin,0,24.99,2499,0,2559,Action
268910,Cuphead,Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,0,19.99,1999,0,2080,Action
500,Left 4 Dead,Valve,Valve,0,9.99,999,0,774,Action
1118200,People Playground,mestiez,Studio Minus,0,9.99,999,0,4505,Action
620,Portal 2,Valve,Valve,0,9.99,999,0,1959,Action
1551360,Forza Horizon 5,Playground Games,Xbox Game Studios,0,59.99,5999,0,10009,Action
380,Half-Life 2: Episode One,Valve,Valve,0,19.99,1999,0,18,Action
360,Half-Life Deathmatch: Source,Valve,Valve,0,9.99,999,0,43,Action
779340,Total War: THREE KINGDOMS,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",0,39.99,3999,0,4507,Action
782330,DOOM Eternal,id Software,Bethesda Softworks,0,39.99,3999,0,2262,Action
223710,Cry of Fear,Team Psykskallar,Team Psykskallar,0,0.0,0,0,405,Action
513710,SCUM,Gamepires,Gamepires,0,17.99,4499,60,8535,Action
677620,Splitgate: Arena Warfare,1047 Games,1047 Games,0,0.0,0,0,185,Action
1677740,Stumble Guys,Scopely,Scopely,0,0.0,0,0,2928,Action
109600,Neverwinter,Cryptic Studios,Arc Games,0,0.0,0,0,665,Action
420,Half-Life 2: Episode Two,Valve,Valve,0,19.99,1999,0,20,Action
1604030,V Rising,Stunlock Studios,Stunlock Studios,0,34.99,3499,0,10961,Action
534380,Dying Light 2 Stay Human: Reloaded Edition,Techland,Techland,0,59.99,5999,0,4223,Action
548430,Deep Rock Galactic,Ghost Ship Games,Coffee Stain Publishing,0,29.99,2999,0,5216,Action
273110,Counter-Strike Nexon: Studio,"Valve, NEXON",NEXON,0,0.0,0,0,369,Action
868270,The Cycle: Frontier,YAGER,YAGER,0,0.0,0,0,2,Action
863550,HITMAN 2,IO Interactive A/S,IO Interactive A/S,0,0.0,0,0,187,Action
1237970,Titanfall 2,Respawn Entertainment,Electronic Arts,0,29.99,2999,0,1173,Action
555570,Infestation: The New Z,Fredaikis AB,OP Productions LLC,0,0.0,0,0,70,Action
10190,Call of Duty: Modern Warfare 2 (2009),Infinity Ward,Activision,0,19.99,1999,0,190,Action
365590,Tom Clancy’s The Division,Massive Entertainment,Ubisoft,0,29.99,2999,0,774,Action
223470,POSTAL 2,Running With Scissors,Running With Scissors,0,9.99,999,0,320,Action
3240220,Grand Theft Auto V Enhanced,Rockstar North,Rockstar Games,0,14.99,2999,50,39502,Action
440900,Conan Exiles Enhanced,"Funcom, Inflexion Games",Funcom,0,39.99,3999,0,5677,Action
374320,DARK SOULS III,"FromSoftware, Inc.","FromSoftware, Inc., Bandai Namco Entertainment",0,59.99,5999,0,4381,Action
304390,FOR HONOR,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",Ubisoft,0,29.99,2999,0,2146,Action
208090,Loadout,Edge of Reality,Edge of Reality,0,0.0,0,0,1,Action
48700,Mount & Blade: Warband,TaleWorlds Entertainment,TaleWorlds Entertainment,0,19.99,1999,0,3055,Action
2630,Call of Duty 2,Infinity Ward,Activision,0,19.99,1999,0,162,Action
12210,Grand Theft Auto IV: The Complete Edition,"Rockstar North, Rockstar Toronto",Rockstar Games,0,5.99,1999,70,2122,Action
1144200,Ready or Not,VOID Interactive,VOID Interactive,0,24.99,4999,50,4296,Action
113400,APB Reloaded,Little Orbit,Little Orbit,0,0.0,0,0,111,Action
206420,Saints Row IV: Re-Elected,Deep Silver Volition,Deep Silver,0,19.99,1999,0,117,Action
225540,Just Cause 3,Avalanche Studios,Square Enix,0,2.99,1999,85,639,Action
286690,Metro 2033 Redux,4A Games,Deep Silver,0,1.99,1999,90,1208,Action
1593500,God of War,"Santa Monica Studio, Jetpack Interactive",PlayStation Publishing LLC,0,49.99,4999,0,1380,Action
386180,Crossout,Targem Games,Gaijin Network Ltd,0,0.0,0,0,2231,Action
1238840,Battlefield 1,DICE,Electronic Arts,0,39.99,3999,0,6308,Action
812140,Assassin's Creed Odyssey,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,0,59.99,5999,0,2629,Action
1721470,Poppy Playtime,Mob Entertainment,Mob Entertainment,0,0.0,0,0,588,Action
55230,Saints Row: The Third,Volition,Deep Silver,0,9.99,999,0,163,Action
2001120,Split Fiction,Hazelight Studios,Electronic Arts,0,49.99,4999,0,5476,Action
211820,Starbound,Chucklefish,Chucklefish,0,14.99,1499,0,894,Action
8190,Just Cause 2,Avalanche Studios,Square Enix,0,1.49,1499,90,90,Action
6060,"STAR WARS Battlefront II (Classic, 2005)",Pandemic Studios,"Lucasfilm, LucasArts, Disney",0,9.99,999,0,323,Action
115300,Call of Duty: Modern Warfare 3 (2011),"Infinity Ward, Sledgehammer Games",Activision,0,39.99,3999,0,0,Action
42910,Magicka,Arrowhead Game Studios,Paradox Interactive,0,9.99,999,0,18,Action
1222680,Need for Speed Heat,Ghost Games,Electronic Arts,0,69.99,6999,0,1385,Action
1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,0,19.99,1999,0,224,Action
630,Alien Swarm,Valve,Valve,0,0.0,0,0,23,Action
57300,Amnesia: The Dark Descent,Frictional Games,Frictional Games,0,4.99,1999,75,60,Action
504370,Battlerite,Stunlock Studios,Stunlock Studios,0,0.0,0,0,103,Action
311690,Enter the Gungeon,Dodge Roll,Devolver Digital,0,14.99,1499,0,1165,Action
355840,Survarium,Vostok Games,Vostok Games,0,0.0,0,0,0,Action
1145350,Hades II,Supergiant Games,Supergiant Games,0,29.99,2999,0,1838,Action
1366800,Crosshair X,CenterPoint Gaming,CenterPoint Gaming,0,9.99,999,0,41428,Action
1196590,Resident Evil Village,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,39.99,3999,0,1284,Action
613100,House Flipper,Empyrean,"Frozen District, PlayWay S.A.",0,2.49,2499,90,1311,Action
1172380,STAR WARS Jedi: Fallen Order,Respawn Entertainment,Electronic Arts,0,39.99,3999,0,1354,Action
202970,Call of Duty: Black Ops II,Treyarch,Activision,0,59.99,5999,0,238,Action
304430,INSIDE,Playdead,Playdead,0,24.99,2499,0,129,Action
1260320,Party Animals,Recreate Games,Source Technology,0,19.99,1999,0,3070,Action
33930,Arma 2: Operation Arrowhead,Bohemia Interactive,Bohemia Interactive,0,19.99,1999,0,113,Action
212500,The Lord of the Rings Online,Standing Stone Games,Daybreak Game Company LLC,0,0.0,0,0,793,Action
1222140,Detroit: Become Human,Quantic Dream,Quantic Dream,0,7.99,3999,80,2344,Action
1817070,Marvel’s Spider-Man Remastered,"Insomniac Games, Nixxes Software",PlayStation Publishing LLC,0,59.99,5999,0,1190,Action
205100,Dishonored,Arkane Studios,Bethesda Softworks,0,9.99,999,0,288,Action
24240,PAYDAY The Heist,OVERKILL - a Starbreeze Studio.,Starbreeze Entertainment,0,3.29,999,67,38,Action
871720,Ultimate Custom Night,Scott Cawthon,Scott Cawthon,0,0.0,0,0,200,Action
962130,Grounded,Obsidian Entertainment,Xbox Game Studios,0,39.99,3999,0,2394,Action
356190,Middle-earth: Shadow of War,Monolith Productions,WB Games,0,4.99,4999,90,1405,Action
274190,Broforce,Free Lives,Devolver Digital,0,14.99,1499,0,283,Action
234140,Mad Max,Avalanche Studios,"Warner Bros. Games, Warner Bros. Interactive Entertainment",0,19.99,1999,0,563,Action
8500,EVE Online,CCP,CCP,0,0.0,0,0,3705,Action
552520,Far Cry 5,"Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",Ubisoft,0,59.99,5999,0,1297,Action
7670,BioShock,"2K Boston, 2K Australia",2K,0,4.99,1999,75,44,Action
760160,Vampire: The Masquerade - Bloodhunt,Sharkmob AB,Sharkmob AB,0,0.0,0,0,362,Action
1203620,Enshrouded,Keen Games GmbH,Keen Games GmbH,0,29.99,2999,0,10654,Action
397540,Borderlands 3,Gearbox Software,2K,0,59.99,5999,0,3164,Action
12120,Grand Theft Auto: San Andreas,Rockstar Games,Rockstar Games,0,0.0,0,0,363,Action
236870,HITMAN,"IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)","IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)",0,0.0,0,0,46,Action
674940,Stick Fight: The Game,Landfall West,Landfall,0,4.99,499,0,265,Action
884660,CRSED: F.O.A.D.,"Darkflow Software, Matter Team",Gaijin Network Ltd,0,0.0,0,0,96,Action
208650,Batman: Arkham Knight,Rocksteady Studios,WB Games,0,19.99,1999,0,1587,Action
48000,LIMBO,Playdead,Playdead,0,12.49,1249,0,82,Action
298110,Far Cry 4,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,0,29.99,2999,0,558,Action
42710,Call of Duty: Black Ops,Treyarch,Activision,0,39.99,3999,0,213,Action
200710,Torchlight II,Runic Games,XD,0,19.99,1999,0,268,Action
1903340,Clair Obscur: Expedition 33,Sandfall Interactive,Kepler Interactive,0,49.99,4999,0,27880,Action
244850,Space Engineers,Keen Software House,Keen Software House,0,19.99,1999,0,4201,Action
389730,TEKKEN 7,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,0,13.49,8999,85,599,Action
10090,Call of Duty: World at War,Treyarch,Activision,0,19.99,1999,0,433,Action
1259420,Days Gone,Bend Studio,PlayStation Publishing LLC,0,39.99,3999,0,1600,Action
261640,Borderlands: The Pre-Sequel,"2K Australia, Gearbox Software, Aspyr (Linux)","2K, Aspyr (Linux)",0,39.99,3999,0,437,Action
1142710,Total War: WARHAMMER III,"CREATIVE ASSEMBLY, Feral Interactive","SEGA, Feral Interactive",0,59.99,5999,0,16842,Action
265630,Fistful of Frags,Fistful of Frags Team,Fistful of Frags Team,0,0.0,0,0,53,Action
219150,Hotline Miami,Dennaton Games,Devolver Digital,0,9.99,999,0,404,Action
418460,Rising Storm 2: Vietnam,"Antimatter Games, Tripwire Interactive",Tripwire Interactive,0,24.99,2499,0,449,Action
312990,The Expendabros,Free Lives,Devolver Digital,0,0.0,0,0,20,Action
506540,Last Man Standing,"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,0,0.0,0,0,0,Action
20900,The Witcher: Enhanced Edition Director's Cut,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",0,9.99,999,0,616,Action
552500,Warhammer: Vermintide 2,Fatshark,Fatshark,0,1.49,2999,95,2124,Action
1057090,Ori and the Will of the Wisps,Moon Studios GmbH,Xbox Game Studios,0,29.99,2999,0,697,Action
359320,Elite Dangerous,Frontier Developments,Frontier Developments,0,5.99,1999,70,4845,Action
9480,Saints Row 2,Volition,Deep Silver,0,9.99,999,0,95,Action
245170,Skullgirls 2nd Encore,Hidden Variable Studios,Autumn Games,0,24.99,2499,0,112,Action
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Tripwire Interactive,Tripwire Interactive,0,19.99,1999,0,92,Action
285900,Gang Beasts,"Boneloaf, Rocket Science",Boneloaf,0,4.99,1999,75,376,Action
232090,Killing Floor 2,Tripwire Interactive,Tripwire Interactive,0,29.99,2999,0,4508,Action
42680,Call of Duty: Modern Warfare 3 (2011),"Infinity Ward, Sledgehammer Games",Activision,0,39.99,3999,0,357,Action
918570,Century: Age of Ashes,Playwing LTD,Playwing LTD,0,0.0,0,0,54,Action
1771300,Kingdom Come: Deliverance II,Warhorse Studios,Deep Silver,0,29.99,5999,50,7073,Action
447040,Watch_Dogs 2,Ubisoft,Ubisoft,0,49.99,4999,0,863,Action
33900,Arma 2,Bohemia Interactive,Bohemia Interactive,0,12.99,1299,0,0,Action
209080,Guns of Icarus Online,Muse Games,Muse Games,0,4.99,499,0,16,Action
307780,Mortal Kombat X,"NetherRealm Studios, QLOC","Warner Bros. Games, Warner Bros. Interactive Entertainment",0,19.99,1999,0,426,Action
403640,Dishonored 2,Arkane Studios,Bethesda Softworks,0,29.99,2999,0,308,Action
99900,Spiral Knights,Grey Havens,Grey Havens,0,0.0,0,0,132,Action
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,KONAMI,KONAMI,0,19.99,1999,0,1333,Action
460930,Tom Clancy's Ghost Recon Wildlands,"Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections, Ubisoft Belgrade",Ubisoft,0,49.99,4999,0,1441,Action
35720,Trine 2: Complete Story,Frozenbyte,Frozenbyte,0,19.99,1999,0,18,Action
880940,Pummel Party,Rebuilt Games,Rebuilt Games,0,14.99,1499,0,1096,Action
387990,Scrap Mechanic,Axolot Games,Axolot Games,0,19.99,1999,0,909,Action
409710,BioShock Remastered,"2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",0,4.99,1999,75,364,Action
686810,Hell Let Loose,Expression Games,Team17,0,17.49,6999,75,3380,Action
418370,Resident Evil 7 Biohazard,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,19.99,1999,0,792,Action
50130,Mafia II (Classic),2K Czech,2K,0,29.99,2999,0,207,Action
379430,Kingdom Come: Deliverance,Warhorse Studios,"Warhorse Studios, Deep Silver",0,5.99,2999,80,2520,Action
274170,Hotline Miami 2: Wrong Number,Dennaton Games,Devolver Digital,0,14.99,1499,0,437,Action
232770,POSTAL,Running With Scissors,Running With Scissors,0,67.95,6795,0,41,Action
585690,Minimalism,PixelMouse,PixelMouse,0,0.99,99,0,49,Action
289650,Assassin's Creed Unity,Ubisoft,Ubisoft,0,29.99,2999,0,373,Action
17410,Mirror's Edge,DICE,Electronic Arts,0,19.99,1999,0,43,Action
4560,Company of Heroes - Legacy Edition,Relic Entertainment,SEGA,0,7.39,3699,80,65,Action
2479810,Gray Zone Warfare,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",0,39.99,3999,0,7543,Action
233130,Shadow Warrior,Flying Wild Hog,Devolver Digital,0,29.99,2999,0,20,Action
1056960,Wolfenstein: Youngblood,"MachineGames, Arkane Studios",Bethesda Softworks,0,19.99,1999,0,38,Action
976310,Mortal Kombat 11,"NetherRealm Studios, QLOC, Shiver","Warner Bros. Games, Warner Bros. Interactive Entertainment",0,49.99,4999,0,1026,Action
202990,Call of Duty: Black Ops II,Treyarch,Activision,0,59.99,5999,0,167,Action
355180,Codename CURE,Raptor Byte,Raptor Byte,0,0.0,0,0,12,Action
678950,DRAGON BALL FighterZ,Arc System Works,Bandai Namco Entertainment,0,59.99,5999,0,511,Action
299360,Block N Load,"Toadman Interactive, Artplant",Toadman Interactive,0,0.0,0,0,4,Action
213670,South Park: The Stick of Truth,Obsidian Entertainment,Ubisoft,0,7.49,2999,75,274,Action
262410,World of Guns: Gun Disassembly,Noble Empire Corp.,Noble Empire Corp.,0,0.0,0,0,103,Action
224600,Defiance,Trion Worlds,Trion Worlds,0,0.0,0,0,2,Action
335300,DARK SOULS II: Scholar of the First Sin,"FromSoftware, Inc.","Bandai Namco Entertainment, FromSoftware, Inc.",0,39.99,3999,0,1612,Action
233860,Kenshi,Lo-Fi Games,Lo-Fi Games,0,8.39,2999,72,5412,Action
240720,Getting Over It with Bennett Foddy,Bennett Foddy,Bennett Foddy,0,7.99,799,0,192,Action
238320,Outlast,Red Barrels,Red Barrels,0,14.99,1499,0,215,Action
