appid,name,developer,publisher,owners,price,initialprice,discount,ccu,primary_genre
390720,Anarcute,Anarteam,"Anarteam, Plug In Digital, Dear Villagers",0,14.99,1499,0,1,Action
448370,IS Defense,Destructive Creations,Destructive Creations,0,1.19,599,80,1,Action
1804010,Labyrinth Of The Demon King,J. R. Hudepohl,"Top Hat Studios, Inc.",0,19.99,1999,0,49,Action
801800,Atomfall,Rebellion,Rebellion,0,49.99,4999,0,287,Action
910390,Stay or Leave / 留离,Silence Game,Silence Game,0,1.99,199,0,0,Action
580420,Tourists Kidnapped a Little Bear,Wojciech Krupinski,KrupinskiArt,0,0.99,99,0,0,Action
473510,Gal-X-E,Volens Nolens Games,Volens Nolens Games,0,0.0,0,0,0,Action
635250,Evil Genome 光明重影,Crystal Depths Studio,Phoenix Game,0,14.99,1499,0,0,Action
263880,Aqua Kitty - Milk Mine Defender,"TIKIPOD, Electric Cafe",TIKIPOD,0,6.99,699,0,0,Action
2530980,Tales of Graces f Remastered,"TOSE CO., LTD.",Bandai Namco Entertainment,0,39.99,3999,0,59,Action
2318480,Last Train Outta' Wormtown,Get(Color) Games,Get(Color) Games,0,11.99,1199,0,40,Action
205060,BIT.TRIP CORE,Gaijin Games,Gaijin Games,0,9.99,999,0,1,Action
27330,Blacklight: Tango Down,Zombie Studios,Ignition Entertainment,0,0.0,0,0,0,Action
1606980,Ouroboros Dungeon,Pipocation Games,Pipocation Games,0,2.99,299,0,0,Action
2831700,GizmoLab VR,De Martini Games,De Martini Games,0,9.99,999,0,1,Action
1407300,Hirilun,Gone Mad Studios,Dunwich Studio,0,9.99,999,0,0,Action
1567680,Cosmic Tank,Game Masterminds,Game Masterminds,0,4.99,499,0,0,Action
2010200,Chuhou Joutai 3: Three Nights of Scarlet Abscess,Drillimation Systems,Drillimation Systems,0,4.99,499,0,0,Action
1976590,Eternal Space,"Freeworld Developments, Burning Scale Studios",Studio Grandis,0,0.0,0,0,0,Action
420850,Cosmic Leap,Michael Hall,Michael Hall,0,0.99,99,0,0,Action
1874010,Robert: Space Stories and Battles,Dnovel,Dnovel,0,1.59,199,20,0,Action
1792280,SUPER ICK,Ethan Goldreyer,Ethan Goldreyer,0,2.99,299,0,0,Action
1284430,Nazi Labs,Sinned Games,Sinned Games,0,2.99,299,0,0,Action
1666600,The Dragon Apprentice,PNUMIA Entertainment,PNUMIA Entertainment,0,17.99,1799,0,0,Action
1361430,Magical Stock Princess,IFCATS,IFCATS,0,2.99,299,0,0,Action
34277,Shinobi III: Return of the Ninja Master,SEGA,SEGA,0,0.0,0,0,0,Action
1812140,Magnificent-1,SlothLadDev,SlothLadDev,0,2.99,299,0,0,Action
1724510,Detective Gman,Greg Wildasin,Greg Wildasin,0,0.99,99,0,0,Action
1346400,Battle Engine Aquila,Lost Toys Ltd,Ziggurat,0,9.99,999,0,0,Action
289180,A.I.M.2 Clan Wars,SkyRiver Studios,Fulqrum Publishing,0,2.99,299,0,3,Action
6080,Thrillville: Off the Rails,Frontier,LucasArts,0,9.99,999,0,3,Action
1877460,Ghost,5K studios,"Piece Of Voxel, 5K Gamers",0,13.99,1399,0,0,Action
1612900,Two Against the Legion,UFO CAT GAMES,Little Bittle,0,0.0,0,0,0,Action
509930,NightmareZ,Anamik Majumdar,Anamik Majumdar,0,0.67,399,83,0,Action
444430,Zeus vs Monsters - Math Game for kids,Peaksel,Peaksel,0,5.99,599,0,1,Action
646100,Woodlands,"Acuze Interactives, Winterbyte",Acuze Interactives,0,5.99,599,0,1,Action
1569140,P3TT,Alon Cohen,Alon Cohen,0,0.0,0,0,0,Action
1291170,Terrordrome - Reign of the Legends,Huracan Studio,Forthright Entertainment,0,19.99,1999,0,0,Action
437690,Venture Kid,Snikkabo AS,FDG Entertainment,0,9.99,999,0,0,Action
798280,CrocoMars,Anatoliy Loginovskikh,Anatoliy Loginovskikh,0,0.0,0,0,0,Action
976500,Venineth,"Venineth Team, mort-art",mort-art,0,19.99,1999,0,0,Action
523740,Techwars: Global Conflict,Argus Games,"Promo Trade Toys LLC, Argus Games",0,0.0,0,0,0,Action
262190,Zombeer,"Moonbite Games, PadaOne Games",New Gravity Laws,0,4.99,499,0,0,Action
1033410,Fragsurf,Crayz,Crayz,0,0.0,0,0,1,Action
2304620,Backrooms Society,Mikael Bihl,Mikael Bihl,0,3.49,699,50,2,Action
2090760,X Invader,ALLAF GAMES,ALLAF GAMES,0,4.99,499,0,1,Action
1648610,Malum,MalumGames,MalumGames,0,4.99,499,0,0,Action
1206480,Swordsman VR,Sinn Studio Inc.,Sinn Studio Inc.,0,19.99,1999,0,3,Action
696180,Bullet Witch,"Marvelous, Inc.","XSEED Games, Marvelous USA, Inc., Marvelous Europe",0,14.99,1499,0,2,Action
755980,DEPLOYMENT,Whale Rock Games,Whale Rock Games,0,1.49,1499,90,0,Action
1691190,Rogue Waters,Ice Code Games,Tripwire Presents,0,29.99,2999,0,22,Action
1426050,Fractured Online,Dynamight Studios,Dynamight Studios,0,0.0,0,0,4,Action
1234430,Ad Infinitum,Hekate,Nacon,0,3.49,3499,90,3,Action
889910,Hell Pie,Sluggerfly,Headup,0,2.99,2499,88,3,Action
1078420,Critters for Sale,Sonoshee,Sonoshee,0,9.99,999,0,1,Action
1574260,My Friendly Neighborhood,"John Szymanski, Evan Szymanski",DreadXP,0,29.99,2999,0,13,Action
1130410,Cyber Hook,Blazing Stick,Graffiti Games,0,14.99,1499,0,23,Action
3072780,Destiny Encore,Urihimura,Urihimura,0,2.99,299,0,0,Action
512550,Cursed West,GoeX GameS,GoeX GameS,0,2.99,299,0,0,Action
595550,Mastema: Out of Hell,Oscar Celestini,Forever Entertainment S. A.,0,4.99,499,0,0,Action
521230,Stone Age Wars,Permafrost Studio,Back To Basics Gaming,0,1.99,199,0,0,Action
995050,Havocado: Ragdoll Fighter,Webble Games,Webble Games,0,19.99,1999,0,0,Action
2390260,Topple Tactics,Braian Strak,Tewtiy,0,9.99,999,0,7,Action
1800650,Galaxy Citizen,Darker Gaming,Darker Gaming,0,0.0,0,0,0,Action
434500,BATTLE PIXELS,AppyArt Games,,0,0.99,99,0,0,Action
200410,SOL: Exodus,"Bit Planet Games, LLC","Bit Planet Games, LLC",0,7.99,799,0,0,Action
637410,Disputed Space,ShilohGames,ShilohGames,0,1.99,199,0,0,Action
263480,Final Rush,Strike Games,Strike Games,0,4.99,499,0,0,Action
331450,Disney•Pixar Finding Nemo,KnowWonder,Disney,0,9.99,999,0,0,Action
341090,On A Roll 3D,Battenberg Software,Battenberg Software,0,3.99,399,0,0,Action
1932570,Jaded,ShellSnore Games,ShellSnore Games,0,4.99,499,0,5,Action
234290,Zack Zero,Crocodile Entertainment,Crocodile Entertainment,0,2.99,299,0,0,Action
262770,Freedom Fall,Stirfire Studios,Stirfire Studios,0,9.99,999,0,0,Action
2003990,Arcade Sundown,The Fully Arcade,The Fully Arcade,0,8.99,899,0,0,Action
2692580,Scary Mine VR,Simofun,Simofun,0,9.99,999,0,0,Action
2153160,Blind Sound,LunarDream Games,Grey Dev,0,1.99,199,0,0,Action
1910490,A2 Zygon,Connor Gresko,Connor Gresko,0,1.99,199,0,0,Action
3017400,Ravensthorn,CaffeineBoosterGames,CaffeineBoosterGames,0,4.99,499,0,0,Action
1897410,The Thief,GamesBraz,HandMade Games,0,19.99,1999,0,0,Action
2655800,Only High,DDemon LLC,DDemon LLC,0,5.99,599,0,0,Action
2438680,Airborne Empire,The Wandering Band LLC,"Stray Fawn Publishing, The Wandering Band LLC",0,29.99,2999,0,22,Action
363510,STAR-BOX: RPG Adventures in Space,Michael Flynn,FlynnFour Games,0,4.99,499,0,0,Action
116120,Lightfish,Eclipse Games,,0,4.99,499,0,0,Action
485660,Karma Miwa,Space Fractal,Space Fractal,0,0.0,0,0,0,Action
717190,Super Dungeon Master Ace RPG,Dave Gumble,Dave Gumble,0,0.0,0,0,0,Action
1357580,XF5700 Mantis Experimental Fighter,"Paragon Software, Microplay",Ziggurat,0,6.99,699,0,0,Action
1637700,Infiltration: Alone in Combat,Elvio Luján,Elvio Luján,0,1.99,199,0,0,Action
1831520,GravityPunk,9527 Studio,9527 Studio,0,0.99,99,0,0,Action
2285620,WarfareBattle,Sapir Alon,Sapir Alon,0,14.99,1499,0,0,Action
1380260,Space Empires: Starfury,Malfador Machinations,Strategy First,0,9.99,999,0,0,Action
277650,Kult: Heretic Kingdoms,Games Farm,Games Farm,0,4.99,499,0,0,Action
32610,Delta Force Xtreme 2,NovaLogic,NovaLogic,0,19.99,1999,0,1,Action
15540,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),"Dejobaan Games, LLC","Dejobaan Games, LLC",0,0.0,0,0,0,Action
19200,Tank Universal,Dialogue Design,,0,4.99,499,0,0,Action
1772350,重装燎原,Lightning Mark,Lightning Mark,0,0.99,99,0,0,Action
634150,ReSizE,VI GAMES LLC,My Way Games,0,4.99,499,0,6,Action
496320,Running Gods,Midnight Games EIRL,Midnight Games EIRL,0,4.99,499,0,0,Action
448710,VirZOOM Arcade,VirZOOM,VirZOOM,0,0.0,0,0,1,Action
1622340,BEAT 'EM DOWN,Ambitious Games,Ambitious Games,0,0.0,0,0,0,Action
645830,Son Korsan,Consala Games,Consala Games,0,0.0,0,0,0,Action
402220,Lift It,89AM Studio,89AM Studio,0,0.49,499,90,0,Action
987820,CHRONO,Martin Nayeri,nima,0,0.0,0,0,0,Action
542660,Feral Fury,Skandivania Games,Skandivania Games ,0,6.99,699,0,0,Action
2169140,CantEscapeTheBackrooms,BlackArtStudios,BlackArtStudios,0,0.0,0,0,1,Action
656450,Alien Hallway 2,Sigma Team Inc.,Sigma Team Inc.,0,4.99,499,0,0,Action
842170,Hyperspace Dogfights,Sleeper Games,Sleeper Games,0,9.99,999,0,0,Action
399230,Kitchen Simulator 2015,WhackAKey Games,Conglomerate 5,0,4.99,499,0,7,Action
595060,Lionheart: Legacy of the Crusader,"Reflexive Entertainment, Black Isle Studios",Interplay Entertainment Corp.,0,19.99,1999,0,4,Action
410390,Warhammer: Vermintide VR - Hero Trials,Fatshark,Fatshark,0,0.0,0,0,2,Action
628660,Lode Runner Legacy,"Tozai Games, Inc., O-TWO inc., ESQUADRA,inc.","Tozai Games, Inc.",0,11.99,1199,0,3,Action
1701950,Crossing Guard Joe,September Games,September Games,0,5.99,599,0,5,Action
957710,The Waylanders,GATO STUDIO,GATO STUDIO,0,34.99,3499,0,0,Action
207370,eXceed - Gun Bullet Children,Flat Software,Nyu Media,0,0.0,0,0,0,Action
1300430,Whiskey.Mafia. Leo's Family,"FastGame, VICTORIA Games",FastGame,0,5.99,599,0,0,Action
1337920,Serial Cleaners,Draw Distance,505 Games,0,24.99,2499,0,0,Action
2083900,FLERP,foolsroom,foolsroom,0,2.99,299,0,1,Action
307590,Penarium,Self Made Miracle,Team17 Digital Ltd,0,9.99,999,0,0,Action
395620,Ittle Dew 2+,Ludosity,Ludosity,0,19.99,1999,0,3,Action
1557480,Project MIKHAIL: A Muv-Luv War Story,"aNCHOR Inc., fuzz, Inc.",aNCHOR Inc.,0,19.99,1999,0,2,Action
1696960,Lake Haven - Chrysalis,Encrypt Games,Encrypt Games,0,2.99,299,0,0,Action
1575470,Frogun,Molegato,"Top Hat Studios, Inc.",0,14.99,1499,0,2,Action
707300,Hatsune Miku VR,Crypton Future Media,KOMODO,0,24.99,2499,0,0,Action
1203180,Breakwaters: Crystal Tides,Soaring Pixels Games,Soaring Pixels Games,0,19.99,1999,0,0,Action
1035760,Glimmer in Mirror,MapleDorm Games,"方块游戏(CubeGame), MapleDorm Games",0,16.99,1699,0,0,Action
1945250,Blacktop Hoops,Vinci Games,Vinci Games,0,29.99,2999,0,1,Action
2482440,Leap up no Justu: Double,PiHoEntertainment,Yin Games,0,5.99,599,0,1,Action
1580180,Gunbrella,doinksoft,Devolver Digital,0,14.99,1499,0,3,Action
3028500,Cakey's Twisted Bakery,TinyMindz,TinyMindz,0,9.99,999,0,24,Action
2524680,Akatori: Сhapter One,Code Wakers,HypeTrain Digital,0,0.0,0,0,0,Action
1232130,"BEAR, VODKA, STALINGRAD!",Rabotiagi games,Rabotiagi games,0,3.99,399,0,0,Action
774791,Surgeon Simulator 2,Bossa Studios,"Infogrames, Atari",0,19.99,1999,0,2,Action
968790,DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,19.99,1999,0,24,Action
455820,Omensight: Definitive Edition,Spearhead Games,Spearhead Games,0,19.99,1999,0,0,Action
1717770,The Upturned,Zeekerss,Zeekerss,0,9.99,999,0,1,Action
2175640,Chibi Ninja Shino-kun: Treasure of Demon Tower,Ohsat Games,Ohsat Games,0,2.44,699,65,0,Action
2194190,Ocelot Sunrise,Costa Blanca Studios,Tribal-Storm,0,4.99,499,0,0,Action
1524230,Mori's Nightmare : Hide and seek,"Sandbox Network, Inc.","Sandbox Network, Inc.",0,0.99,99,0,0,Action
343690,Silicone-2,Tort,Conglomerate 5,0,5.99,599,0,1,Action
503480,Mahluk:Dark Demon,Serkan Bakar,Serkan Bakar,0,3.99,399,0,0,Action
1222210,Extremely Realistic Siege Warfare Simulator,Screambox Studio,Screambox Studio,0,0.0,0,0,17,Action
330270,Warlocks vs Shadows,Frozen District,ONE MORE LEVEL,0,13.99,1399,0,0,Action
2279330,Savant - Ascent REMIX,D-Pad Studio,D-Pad Studio,0,9.99,999,0,1,Action
1271050,Shrine,Scumhead,Scumhead,0,0.0,0,0,1,Action
751690,The Mammoth: A Cave Painting,inbetweengames,inbetweengames,0,0.0,0,0,0,Action
3478880,Zombiefield,Dudindie,Dudindie,0,4.99,499,0,0,Action
1669170,Northend Tower Defense,Northend Games,"Northend Games, Gamersky Games",0,7.99,799,0,2,Action
1971770,Wandering in Space VR,MOONSEER VR,MOONSEER VR,0,14.99,1499,0,0,Action
205830,Luxor Evolved,MumboJumbo,Accelerate Games,0,9.99,999,0,4,Action
291910,Firefighters 2014,VIS - Visual Imagination Software,rondomedia GmbH,0,9.99,999,0,1,Action
525040,The Disney Afternoon Collection,"Capcom, Digital Eclipse",Capcom,0,2.99,1999,85,9,Action
258890,Type:Rider,"Ex Nihilo, ARTE France",ARTE France,0,4.99,499,0,611,Action
1173330,VELVETIST: Prototype,SiCzech Arts,SiCzech Arts,0,0.0,0,0,0,Action
393610,ROOT,Skunkape Interactive,Skunkape Interactive,0,4.99,499,0,0,Action
303680,FATE: The Traitor Soul,WildTangent,"WildTangent, gamigo group",0,7.99,799,0,12,Action
1479400,Riffle Effect,OutsiderKids,OutsiderKids,0,18.99,1899,0,1,Action
2279410,The Zombie Neighborhood,Half Moon Game Development,Half Moon Game Development,0,13.99,1399,0,0,Action
1210260,Purgatory Overkill,Death On Sausage,"Scalable Graphics USA, INC",0,9.99,999,0,0,Action
1806860,NEW TERRA,WINTERYEAR Studios Los Angeles,WINTERYEAR Studios Los Angeles,0,4.99,499,0,0,Action
1331610,Super Neo Tanks,Keenan Kessler,Keenan Kessler,0,0.99,99,0,0,Action
1745380,UNDER the WATER - an ocean survival game,UTW Team,UTW Team,0,9.99,999,0,2,Action
1708200,On Your Hands,SkullCrusher,Skeleton Studios,0,11.99,1199,0,0,Action
1612030,Planet Surf: The Last Wave,Abyssal Studios,Abyssal Studios,0,2.99,299,0,0,Action
991740,Era Of Newborns,"Dogan Oral, Dodigamestudios",Dodi Game Studios,0,0.0,0,0,0,Action
1853510,ROBOCRACY,DGMA,DGMA,0,11.99,1199,0,0,Action
2320660,1000 Man General,RedZyrro,RedZyrro,0,9.99,999,0,0,Action
2280580,Dragon Abyss,Blessing Company,Blessing Company,0,1.99,199,0,0,Action
3111330,Colony - Arena Online,Samet MUMCU,Mumcu Games,0,1.99,199,0,0,Action
679270,Antaria Online,"Antaria, LLC","Antaria, LLC",0,0.0,0,0,0,Action
659630,Tiny Toyfare,Super Suite Studios,Super Suite Studios,0,0.0,0,0,0,Action
1357490,Gunboat,"Accolade, Inc.",Ziggurat,0,6.99,699,0,0,Action
1400680,Impossible Mission II,"Epyx, Inc.",Pixel Games UK,0,4.99,499,0,0,Action
1731940,Lost in Space,Louie Inc,Louie Inc,0,3.99,399,0,0,Action
1547990,Vivian's Kurse,Damnskulls,Damnskulls,0,0.0,0,0,0,Action
1791680,KAREN SEES,Diax Arts,Diax Arts,0,0.99,499,80,0,Action
2695730,Sofi Origins,Cristian Gonzalez,Cristian Gonzalez,0,0.99,99,0,0,Action
1723730,Me Vs You,Amped Horizon,Amped Horizon,0,15.99,1599,0,0,Action
1420650,Touhou Bunkachou ～ Shoot the Bullet.,上海アリス幻樂団,"Mediascape Co., Ltd.",0,10.99,1099,0,0,Action
1424900,Air Attack,Four Pixels Games,Four Pixels Games,0,0.0,0,0,0,Action
13630,Tom Clancy's Ghost Recon Island Thunder,Red Storm Entertainment,Ubisoft,0,4.99,499,0,1,Action
1043230,Touhou Shinreibyou ~ Ten Desires.,上海アリス幻樂団,"Mediascape Co., Ltd.",0,14.99,1499,0,3,Action
32630,Delta Force 2,NovaLogic,NovaLogic,0,4.99,499,0,4,Action
2073790,HeadHorse Legacy,Yellow Pixel Games,Creepy Pixel Studio,0,4.99,499,0,0,Action
507400,Vindictive Drive,Secret Society Games,Sometimes You,0,2.99,299,0,0,Action
1277970,I'mitation The Eight Suicide Note,"木枯組, 木枯リオ","木枯組, 木枯リオ",0,0.0,0,0,0,Action
347040,Keebles,Burnt Fuse,Green Man Gaming Publishing,0,9.99,999,0,0,Action
1577470,Straya,Ayrtech,Ayrtech,0,17.99,1799,0,1,Action
282780,Stick 'Em Up 2: Paper Adventures,Never Don't Play,Never Don't Play,0,2.99,299,0,0,Action
2132450,Spectator,"Minechan, Neko Machine","Minechan, Neko Machine",0,12.99,1299,0,0,Action
1465560,Against All Odds,Microwave Games,,0,0.99,499,80,0,Action
1083310,OUTBUDDIES DX,Julian Laufer,Headup,0,1.79,1799,90,1,Action
1206410,Kristala,Astral Clocktower Studios,Astral Clocktower Studios,0,23.99,3999,40,2,Action
202070,Choplifter HD,inXile Entertainment,inXile Entertainment,0,0.0,0,0,0,Action
1060210,Disaster Report 4: Summer Memories,Granzella Inc.,"NIS America, Inc.",0,59.99,5999,0,1,Action
414920,Corgi Warlock,Xander's Corgi Arcade,Xander's Corgi Arcade,0,0.99,99,0,0,Action
1103730,Shing!,Mass Creation,"We Dig Games, NA Publishing Inc., WhisperGames",0,19.99,1999,0,2,Action
1551670,Samurai Vandalism,ONEONE1,Kagura Games,0,19.99,2499,20,2,Action
806950,Victory At Sea Pacific,Evil Twin Artworks,Evil Twin Artworks,0,39.99,3999,0,5,Action
1975180,The Night of the Scissors,Tomás Esconjaureguy,selewi,0,2.99,299,0,0,Action
336440,Super Cane Magic ZERO - Legend of the Cane Cane,Studio Evil,Studio Evil,0,19.99,1999,0,0,Action
319250,Magicmaker,Tasty Stewdios LLC,Tasty Stewdios LLC,0,9.99,999,0,1,Action
454410,GIGA WRECKER,GAME FREAK inc.,Rising Star Games,0,3.99,1999,80,1,Action
958850,Let It Flow,DevAddict's Chat,DevAddict,0,0.0,0,0,0,Action
1132980,There Is No Light: Enhanced Edition,Zelart,HypeTrain Digital,0,6.99,1999,65,3,Action
1824960,Propagation: Paradise Hotel,WanadevStudio,WanadevStudio,0,19.99,1999,0,2,Action
303590,Hidden in Plain Sight,Adam Spragg,Adam Spragg,0,5.99,599,0,2,Action
1713350,Project Castaway,Mardonpol Inc.,Mardonpol Inc.,0,19.99,1999,0,57,Action
1004490,Tools Up!,The Knights of Unity,"Untold Tales, Gamersky Games",0,19.99,1999,0,3,Action
1066260,Devolver Bootleg,doinksoft,Devolver Digital,0,4.99,499,0,0,Action
853450,Nevergrind Online,Neverworks Games,Neverworks Games,0,15.99,1599,0,79,Action
960980,Apsulov: End of Gods,Angry Demon Studio,Angry Demon Studio,0,19.99,1999,0,0,Action
3566430,Botomy,Brokkli Labs LLC,Brokkli Labs LLC,0,14.99,1499,0,0,Action
1192900,IRON REBELLION,Black Beach Studio,Black Beach Studio,0,24.99,2499,0,5,Action
1582260,Color Pixel Heroes,Boogygames Studios,Boogygames Studios,0,0.55,199,72,0,Action
2902830,Commando Hero 2 : First Blood,Montee Games, Montee Games	,0,3.99,399,0,0,Action
1713990,Parasomnia,LilMemes Production,LilMemes Production,0,0.99,99,0,0,Action
307620,Curses 'N Chaos,Tribute Games Inc.,Tribute Games Inc.,0,9.99,999,0,0,Action
545860,Luke Sidewalker,Giant Fox Studios,Giant Fox Studios,0,0.0,0,0,0,Action
490990,Aiball,HFM Games,HFM Games,0,1.99,199,0,0,Action
2388460,Pathfinder: Gallowspire Survivors,BKOM Studios,BKOM Studios,0,6.99,699,0,1,Action
1170230,Below the Stone,Strollart,Apogee Entertainment,0,19.99,1999,0,1,Action
1455220,Succubus Farm,Dieselmine,Kagura Games,0,10.49,1499,30,3,Action
764300,Shantae: Half-Genie Hero Ultimate Edition,WayForward,WayForward ,0,14.99,2999,50,6,Action
3470660,Goat Survivor,DUMARU Inc.,DUMARU Inc.,0,7.99,799,0,5,Action
2332540,Riftania,Rift Haven,Zachary Sullivan,0,11.99,1199,0,0,Action
593560,The Last Cargo,Ehnenu,Ehnenu,0,9.99,999,0,0,Action
1435750,Ultimate Godspeed,Ninoko,Ninoko,0,12.99,1299,0,0,Action
245730,Flashback,,Ubisoft,0,9.99,999,0,0,Action
3452390,Ancient Ocean: The Fall of Atlantis,Ancient Ocean Games,Ancient Ocean Games,0,2.79,399,30,0,Action
2958970,The Thing: Remastered,"Nightdive Studios, Computer Artworks","Nightdive Studios, Atari",0,29.99,2999,0,7,Action
302330,Tex Murphy: Mean Streets,Access Software,"Nightdive Studios, Atari",0,5.99,599,0,0,Action
360600,99 Waves to Die,SpookyFish Games,My Way Games,0,4.99,499,0,14,Action
1368890,Hong Kong Obscure,FaxLab3D,Insert No Coins,0,3.99,399,0,0,Action
791380,Way Out,"Shenzhen Simeng Technology Co., Ltd.","Shenzhen Simeng Technology Co., Ltd.",0,0.99,99,0,0,Action
1978460,Death's Playground,Dipsi,Dipsi,0,6.99,699,0,0,Action
2128050,Refund Me If You Can : Lexy's Story,Sungame Studio,Sungame Studio,0,3.99,399,0,0,Action
1421970,Time Loader: First Memories,Flazm,META Publishing,0,0.0,0,0,0,Action
881510,"The Official GamingTaylor Game, Great Job!",Taylor Marsh,GamingTaylor,0,9.99,999,0,0,Action
3600970,Paragon Of Time,Webcess,Webcess,0,2.99,299,0,0,Action
2138780,CashGrab,Grabba Guild Games LLC,Grabba Guild Games LLC,0,2.93,293,0,0,Action
1989800,Apocalive,Dazzling Divine,Dazzling Divine,0,0.99,99,0,0,Action
2842100,Minotauros,Ludovir Forge,Ludovir Forge,0,2.99,299,0,0,Action
3596580,Temporal Gunslinger,Ledan's Gift,Ledan's Gift,0,5.99,599,0,0,Action
1553530,Allan,Hanged Bunny Studio,Pentacle Technologie,0,4.99,499,0,0,Action
1340910,From The Grave,Esteban Jauregui,Esteban Jauregui,0,0.0,0,0,0,Action
1232710,Rustler: Prologue,Jutsu Games,Games Operators,0,0.0,0,0,0,Action
1121270,Impossible Soaring,Binary Jellyfish,Binary Jellyfish,0,4.99,499,0,0,Action
1856840,MaDevil,Karl Wenzel,Karl Wenzel,0,5.99,599,0,0,Action
2553350,Toufra,"Woziwodsky Tomas, Bachraty Marian",Woziwodsky Tomas,0,3.99,399,0,0,Action
2449270,Planet Iridium,Picsonix.Studios,Picsonix.Studios,0,13.99,1399,0,0,Action
1439550,Vagrant Sword,Elektri Inc.,Elektri Inc.,0,2.99,299,0,0,Action
1467360,"Shotgun, Dungeons, Laser Traps",VirtexUniverse,VirtexUniverse,0,5.99,599,0,0,Action
2602110,Noah's Descent into Madness,Squiggly Games,Squiggly Games,0,0.99,99,0,0,Action
32640,Delta Force Land Warrior,NovaLogic,NovaLogic,0,9.99,999,0,6,Action
1100140,Touhou Fuujinroku ~ Mountain of Faith.,上海アリス幻樂団,"Mediascape Co., Ltd.",0,14.99,1499,0,22,Action
2878690,KILLMAGE,Rising Sun Interactive,Rising Sun Interactive,0,4.99,499,0,0,Action
554770,Heavily Armed,"Figurehead Studios, CRASS Studios",CRASS Infotech,0,4.99,499,0,33,Action
365400,Spoko and Poko,Volens Nolens Games,Volens Nolens Games,0,4.99,499,0,79,Action
402980,Osteya,Volens Nolens Games,Volens Nolens Games,0,4.99,499,0,8,Action
625940,Tomato Jones 2,HA Studio Ltd.,SA Industry,0,1.24,499,75,0,Action
283660,Rabbit Hole 3D: Steam Edition,Somi,Zero Rock Entertainment,0,2.99,299,0,0,Action
962810,Dark Roll,Pawel Zajac (Artbarian Games),Pawel Zajac (Artbarian Games),0,0.0,0,0,0,Action
1384620,Ninja Hanrei,DynKen,DynKen,0,0.0,0,0,0,Action
905690,魔物讨伐团,Nerdook Productions,Surefire.Games,0,12.99,1299,0,1,Action
105420,Ms. Splosion Man,Twisted Pixel Games,Xbox Game Studios,0,9.99,999,0,1,Action
1363900,Farworld Pioneers,Igloosoft,tinyBuild,0,14.99,1499,0,1,Action
567060,Putrefaction 2: Void Walker,Kazakov Oleg,Kazakov Oleg,0,4.99,499,0,0,Action
412050,HordeZ,Zenz VR,Zenz VR,0,16.99,1699,0,0,Action
1274300,Cyber Agent,BambuseaeGames, DigitalDream,0,1.99,199,0,0,Action
489460,The Last Leviathan,Super Punk Games,Super Punk Games,0,0.0,0,0,0,Action
655780,Project 5: Sightseer,Tasharen Entertainment Inc.,Tasharen Entertainment Inc.,0,0.0,0,0,0,Action
717790,Hold Your Own,DistrictWare inc.,DistrictWare inc.,0,14.99,1499,0,0,Action
247350,Artemis Spaceship Bridge Simulator,,,0,6.99,699,0,0,Action
1209410,King of Seas,3DClouds,Team17,0,2.69,2699,90,1,Action
931000,"URUZ ""Return of The Er Kishi""",Berzah Games,Berzah Games,0,4.99,499,0,0,Action
2458830,Towerborne,Stoic,Xbox Game Studios,0,24.99,2499,0,61,Action
992910,The Black Masses,Brilliant Game Studios,Brilliant Game Studios,0,9.99,999,0,1,Action
929670,Orion Sandbox Enhanced,y8.com,y8.com,0,1.49,199,25,3,Action
1549750,Vomitoreum,Scumhead,Scumhead,0,9.99,999,0,0,Action
991560,ONE PUNCH MAN: A HERO NOBODY KNOWS,Spike Chunsoft Co. Ltd.,BANDAI NAMCO Entertainment,0,7.99,7999,90,3,Action
2389240,G.O.P.O.T.A,"VD Games, PropilGames",VD Games,0,29.99,2999,0,1,Action
2078230,"Badlands Crew - Drive, Command, Conquer",Runner Duck,Curve Games,0,18.99,1899,0,90,Action
1497180,Nemesis: Race Against The Pandemic,Arcade Theory,"Arcade Theory, Angels And Demons",0,4.99,499,0,0,Action
712080,7 Bones and 7 Stones - The Ritual,RunAroundGames,RunAroundGames,0,0.0,0,0,0,Action
1878770,ASCIILL,Andrei Fomin,Andrei Fomin,0,8.99,899,0,0,Action
1082220,Outbreak: Epidemic,Dead Drop Studios LLC,Dead Drop Studios LLC,0,9.99,999,0,0,Action
762080,Galactic Force,FreezeNova,FreezeNova,0,0.99,99,0,0,Action
729720,Zomborg,GameDevLab,GrabTheGames,0,0.79,499,84,0,Action
531180,AIRHEART - Tales of broken Wings,Blindflug Studios AG,Blindflug Studios AG,0,14.99,1499,0,1,Action
640050,Soldiers of the Universe,Rocwise Entertainment,Rocwise Entertainment,0,4.99,499,0,0,Action
3069810,Rocket Rats,Gagonfe,Gagonfe,0,5.99,599,0,21,Action
2779800,Rite of Eris,MikeTheTech,MikeTheTech,0,0.99,999,90,0,Action
738500,The Parallax Effect,Danstarr13,Danstarr13,0,0.0,0,0,0,Action
